20151116,349,9
20151117,350,18
20151118,351,1
20151119,352,17
20151120,353,1
20151121,354,14
20151122,355,24
20151123,356,7
20151124,357,4
20151125,358,3
20151126,359,9
20151127,360,171
20151128,361,8
20151129,362,2
20151130,363,17
20151201,364,2
20151202,365,4
20151203,366,19
20151204,367,9
20151205,368,2
20151206,369,8
20151207,370,19
20151208,371,64
20151209,372,37
20151210,373,21
20151211,374,7
20151212,375,2
20151213,376,15
20151214,377,11
20151215,378,4
20151217,379,7
20151218,380,2
20151219,381,4
20151220,382,29
20151221,383,38
20151222,384,14
20151223,385,6
20151224,386,9
20151226,387,2
20151227,388,11
20151228,389,5
20151229,390,2
20151230,391,2
20151231,392,5
20160101,393,20
20160102,394,30
20160103,395,25
20160104,396,25
20160105,397,14
20160106,398,4
20160107,399,11
20160108,400,10
20160109,401,8
20160110,402,3
20160111,403,21
20160112,404,884
20160113,405,256
20160114,406,58
20160115,407,76
20160116,408,6
20160117,409,15
20160118,410,12
20160119,411,86
20160120,412,570
20160121,413,2788
20160122,414,3053
20160123,415,2195
20160124,416,1115
20160125,417,988
20160126,418,968
20160127,419,966
20160128,420,1900
20160129,421,3214
20160130,422,1241
20160131,423,1459
20160201,424,2572
20160202,425,2220
20160203,426,1248
20160204,427,2023
20160205,428,1666
20160206,429,762
20160207,430,637
20160208,431,966
20160209,432,1109
20160210,433,1771
20160211,434,2149
20160212,435,895
20160213,436,983
20160214,437,1255
20160215,438,974
20160216,439,756
20160217,440,1320
20160218,441,1800
20160219,442,1150
20160220,443,862
20160221,444,852
20160222,445,2000
20160223,446,823
20160224,447,1502
20160225,448,2647
20160226,449,1340
20160227,450,838
20160228,451,695
20160229,452,854
20160301,453,848
20160302,454,780
20160303,455,1440
20160304,456,1454
20160305,457,2850
20160306,458,3151
20160307,459,3915
20160308,460,3472
20160309,461,2416
20160310,462,1490
20160311,463,2436
20160312,464,4854
20160313,465,4393
20160314,466,2830
20160315,467,1416
20160316,468,754
20160317,469,984
20160318,470,844
20160319,471,770
20160320,472,864
20160321,473,1367
20160322,474,1582
20160323,475,1928
20160324,476,1384
20160325,477,866
20160326,478,620
20160327,479,854
20160328,480,2371
20160329,481,1746
20160330,482,1284
20160331,483,1576
20160401,484,843
20160402,485,850
20160403,486,707
20160404,487,734
20160405,488,800
20160406,489,846
20160407,490,714
20160408,491,749
20160409,492,780
20160410,493,815
20160411,494,1053
20160412,495,666
20160413,496,1292
20160414,497,782
20160415,498,1008
20160416,499,770
20160417,500,890
20160418,501,750
20160419,502,858
20160420,503,1394
20160421,504,1899
20160422,505,2524
20160423,506,2190
20160424,507,2571
20160425,508,2393
20160426,509,1899
20160427,510,2014
20160428,511,1641
20160429,512,1090
20160430,513,1132
20160501,514,1071
20160502,515,846
20160503,516,808
20160504,517,655
20160505,518,1202
20160506,519,1224
20160507,520,1014
20160508,521,771
20160509,522,1002
20160510,523,884
20160511,524,608
20160512,525,609
20160513,526,636
20160514,527,614
20160515,528,595
20160516,529,838
20160517,530,776
20160518,531,1620
20160519,532,658
20160520,533,1164
20160521,534,974
20160522,535,1545
20160523,536,676
20160524,537,847
20160525,538,806
20160526,539,1630
20160527,540,584
20160528,541,524
20160529,542,1535
20160530,543,656
20160531,544,789
20160601,545,672
20160602,546,578
20160603,547,1377
20160604,548,568
20160605,549,746
20160606,550,901
20160607,551,1374
20160608,552,1306
20160609,553,960
20160610,554,626
20160611,555,657
20160612,556,720
20160613,557,664
20160614,558,730
20160615,559,674
20160616,560,594
20160617,561,864
20160618,562,829
20160619,563,606
20160620,564,823
20160621,565,626
20160622,566,604
20160623,567,569
20160624,568,2664
20160625,569,1460
20160626,570,1374
20160627,571,805
20160628,572,755
20160629,573,682
20160630,574,580
20160701,575,904
20160702,576,626
20160703,577,679
20160704,578,708
20160705,579,807
20160706,580,778
20160707,581,586
20160708,582,634
20160709,583,564
20160710,584,650
20160711,585,758
20160712,586,598
20160713,587,742
20160714,588,859
20160715,589,640
20160716,590,536
20160717,591,632
20160718,592,620
20160719,593,549
20160720,594,770
20160721,595,608
20160722,596,1012
20160723,597,627
20160724,598,565
20160725,599,846
20160726,600,675
20160727,601,684
20160728,602,602
20160729,603,652
20160730,604,572
20160731,605,753
20160801,606,730
20160802,607,678
20160803,608,732
20160804,609,748
20160805,610,580
20160806,611,620
20160807,612,787
20160808,613,762
20160809,614,682
20160810,615,806
20160811,616,692
20160812,617,802
20160813,618,838
20160814,619,731
20160815,620,908
20160816,621,782
20160817,622,1372
20160818,623,626
20160819,624,732
20160820,625,674
20160821,626,633
20160822,627,890
20160823,628,1042
20160824,629,649
20160825,630,782
20160826,631,648
20160827,632,690
20160828,633,649
20160829,634,738
20160830,635,572
20160831,636,590
20160901,637,562
20160902,638,1854
20160903,639,1721
20160904,640,1885
20160905,641,2130
20160906,642,1952
20160907,643,1326
20160908,644,1698
20160909,645,862
20160910,646,572
20160911,647,695
20160912,648,694
20160913,649,1294
20160914,650,920
20160915,651,982
20160916,652,1046
20160917,653,985
20160918,654,807
20160919,655,844
20160920,656,1010
20160921,657,1840
20160922,658,1112
20160923,659,916
20160924,660,1012
20160925,661,1839
20160926,662,1340
20160927,663,868
20160928,664,812
20160929,665,1004
20160930,666,1004
20161001,667,1002
20161002,668,1319
20161003,669,1199
20161004,670,948
20161005,671,754
20161006,672,811
20161007,673,828
20161008,674,734
20161009,675,967
20161010,676,1990
20161011,677,1732
20161012,678,1741
20161013,679,1824
20161014,680,1290
20161015,681,1067
20161016,682,1055
20161017,683,1082
20161018,684,720
20161019,685,810
20161020,686,611
20161021,687,730
20161022,688,688
20161023,689,825
20161024,690,1490
20161025,691,756
20161026,692,825
20161027,693,1122
20161028,694,934
20161029,695,902
20161030,696,1512
20161031,697,1878
20161101,698,1169
20161102,699,867
20161103,700,836
20161104,701,702
20161105,702,504
20161106,703,708
20161107,704,712
20161108,705,772
20161109,706,1218
20161110,707,658
20161111,708,682
20161112,709,712
20161113,710,687
20161114,711,952
20161115,712,954
20161116,713,1219
20161117,714,890
20161118,715,812
20161119,716,2104
20161120,717,3033
20161121,718,1611
20161122,719,1945
20161123,720,3422
20161124,721,2836
20161125,722,2548
20161126,723,3941
20161127,724,4277
20161128,725,2862
20161129,726,1512
20161130,727,1799
20161201,728,1316
20161202,729,1392
20161203,730,1316
20161204,731,1321
20161205,732,1736
20161206,733,1716
20161207,734,2260
20161208,735,3300
20161209,736,1200
20161210,737,210
20161211,738,135
20161212,739,222
20161213,740,1614
20161214,741,3504
20161215,742,4728
20161216,743,4570
20161217,744,4146
20161218,745,5233
20161219,746,6438
20161220,747,6691
20161221,748,1616
20161222,749,152
20161223,750,1650
20161224,751,4962
20161225,752,2735
20161226,753,2855
20161227,754,2372
20161228,755,1912
20161229,756,1284
20161230,757,1504
20161231,758,1605
20170101,759,2503
20170102,760,5390
20170103,761,5750
20170104,762,5364
20170105,763,5504
20170106,764,5226
20170107,765,7774
20170108,766,8100
20170109,767,8517
20170110,768,8793
20170111,769,7936
20170112,770,8021
20170113,771,5724
20170114,772,4658
20170115,773,4404
20170116,774,2288
20170117,775,2932
20170118,776,5448
20170119,777,8317
20170120,778,9358
20170121,779,6002
20170122,780,11593
20170123,781,6612
20170124,782,3584
20170125,783,4309
20170126,784,2488
20170127,785,2739
20170128,786,4736
20170129,787,5586
20170130,788,2632
20170131,789,2776
20170201,790,4035
20170202,791,4464
20170203,792,4857
20170204,793,2826
20170205,794,1857
20170206,795,3266
20170207,796,4759
20170208,797,5478
20170209,798,5847
20170210,799,6145
20170211,800,4997
20170212,801,5038
20170213,802,3232
20170214,803,3072
20170215,804,3936
20170216,805,3439
20170217,806,3756
20170218,807,2804
20170219,808,2730
20170220,809,5187
20170221,810,4596
20170222,811,4566
20170223,812,3911
20170224,813,3634
20170225,814,4738
20170226,815,3361
20170227,816,3488
20170228,817,4204
20170301,818,3442
20170302,819,2953
20170303,820,2866
20170304,821,3046
20170305,822,5350
20170306,823,5176
20170307,824,3696
20170308,825,4024
20170309,826,3488
20170310,827,2828
20170311,828,2874
20170312,829,3293
20170313,830,2008
20170314,831,2034
20170315,832,2221
20170316,833,2283
20170317,834,2448
20170318,835,2804
20170319,836,1885
20170320,837,2178
20170321,838,2218
20170322,839,2452
20170323,840,3904
20170324,841,2494
20170325,842,6740
20170326,843,5611
20170327,844,4660
20170328,845,1758
20170329,846,1348
20170330,847,2244
20170331,848,4600
20170401,849,3333
20170402,850,2750
20170403,851,3722
20170404,852,2568
20170405,853,3602
20170406,854,4178
20170407,855,2848
20170408,856,2692
20170409,857,1545
20170410,858,1804
20170411,859,2452
20170412,860,2038
20170413,861,2988
20170414,862,2176
20170415,863,1356
20170416,864,1511
20170417,865,2568
20170418,866,1634
20170419,867,1483
20170420,868,1827
20170421,869,1926
20170422,870,1556
20170423,871,4305
20170424,872,2282
20170425,873,2125
20170426,874,2146
20170427,875,2038
20170428,876,1870
20170429,877,1650
20170430,878,1155
20170501,879,1538
20170502,880,1380
20170503,881,2706
20170504,882,4166
20170505,883,1380
20170506,884,1444
20170507,885,1733
20170508,886,5432
20170509,887,1121
20170510,888,1281
20170511,889,1373
20170512,890,2804
20170513,891,5386
20170514,892,2323
20170515,893,2597
20170516,894,2707
20170517,895,1918
20170518,896,2034
20170519,897,1276
20170520,898,1008
20170521,899,813
20170522,900,1074
20170523,901,1052
20170524,902,1128
20170525,903,1175
20170526,904,1242
20170527,905,878
20170528,906,1237
20170529,907,1275
20170530,908,1496
20170531,909,2592
20170601,910,1483
20170602,911,1195
20170603,912,1062
20170604,913,1157
20170605,914,1648
20170606,915,1330
20170607,916,1408
20170608,917,1460
20170609,918,1522
20170610,919,1240
20170611,920,1505
20170612,921,2122
20170613,922,1522
20170614,923,1310
20170615,924,1978
20170616,925,1112
20170617,926,917
20170618,927,1087
20170619,928,1264
20170620,929,1165
20170621,930,1531
20170622,931,1112
20170623,932,977
20170624,933,1417
20170625,934,1053
20170626,935,1398
20170627,936,3106
20170628,937,2770
20170629,938,3011
20170630,939,2490
20170701,940,3102
20170702,941,2963
20170703,942,5313
20170704,943,7648
20170705,944,6675
20170706,945,2527
20170707,946,1970
20170708,947,1479
20170709,948,1811
20170710,949,4216
20170711,950,3294
20170712,951,3309
20170713,952,3043
20170714,953,4058
20170715,954,2840
20170716,955,2071
20170717,956,3577
20170718,957,1761
20170719,958,2302
20170720,959,1904
20170721,960,1668
20170722,961,2232
20170723,962,2294
20170724,963,1980
20170725,964,2668
20170726,965,2140
20170727,966,1677
20170728,967,2718
20170729,968,2303
20170730,969,2768
20170731,970,1538
20170801,971,3024
20170802,972,1951
20170803,973,2383
20170804,974,2294
20170805,975,2342
20170806,976,1821
20170807,977,896
20170808,978,1290
20170809,979,1066
20170810,980,2777
20170811,981,3004
20170812,982,6848
20170813,983,2307
20170814,984,1932
20170815,985,1514
20170816,986,2035
20170817,987,1239
20170818,988,2741
20170819,989,3942
20170820,990,2717
20170821,991,2196
20170822,992,2277
20170823,993,2170
20170824,994,2195
20170825,995,2017
20170826,996,2641
20170827,997,2660
20170828,998,2164
20170829,999,1798
20170830,1000,1578
20170831,1001,3738
20170901,1002,4200
20170902,1003,2971
20170903,1004,2158
20170904,1005,1060
